Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C,Manufacturer,Pattern Type
nBLADE 98,50 - 60,21'M - 19'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B,Wilson,Tennis
nFURY 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 8B,Wilson,Tennis
nFURY 110,53 - 63,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,6T - 11B,Wilson,Tennis
nFURY TWO 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B,Wilson,Tennis
nFURY TWO 110,53 - 63,21'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 12B,Wilson,Tennis
nPRO,50 - 60,21'M - 17'C,18M X 18C,"8,10T - 8,10B",9B,8T,6T - 7B,Wilson,Tennis
nPRO OPEN,53 - 63,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,5T - 10B,Wilson,Tennis
nPRO OPEN X,53 - 63,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,5T - 10B,Wilson,Tennis
nPRO STAFF 95,53 - 63,20'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B,Wilson,Tennis
nPRO SURGE,53 - 63,20'M - 19'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Wilson,Tennis
nSIX-ONE 95 (16x18 pattern),50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B,Wilson,Tennis
nSIX-ONE 95 (18x20 pattern),53 - 63,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B,Wilson,Tennis
nSIX-ONE TEAM 95 (16x18 pattern),53 - 63,20'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B,Wilson,Tennis
nSIX-ONE TEAM 95 (18x20 pattern),53 - 63,20'M - 18'C,16M X 18C,8T - 8B,6B,8T,5T - 11B,Wilson,Tennis
nSIX-ONE TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
nSIX-TWO 100,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",8T,7T,6T - 8B,Wilson,Tennis
nSIX-TWO 113,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",8T,7T,6T - 8B,Wilson,Tennis
nTOUR 105,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
nTOUR 95,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
nTOUR-TWO 105,53 - 63,21'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B,Wilson,Tennis
nTOUR-TWO 95,50 - 60,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 12B,Wilson,Tennis
nVISION,53 - 63,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 100LS,54 - 64,20'M - 16'C,16M X 15C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 4.2 110,55 - 65,20'M - 18'C,18M X 19C,"7,9T - 7,9B",7B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 4.2 95,50 - 60,19'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 4.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 4.5 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 4.7 EB STRETCH 100,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B,Wilson,Tennis
PRO STAFF 4.7 EB STRETCH 115,55 - 65,22'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B,Wilson,Tennis
PRO STAFF 4.9 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 6B,Wilson,Tennis
PRO STAFF 4.9 95,53 - 63,18'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 13B,Wilson,Tennis
PRO STAFF 5.5 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 5.5 95,50 - 60,18'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 5.7 EB STRETCH 100,53 - 63,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B,Wilson,Tennis
PRO STAFF 5.7 EB STRETCH 115,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 12B,Wilson,Tennis
PRO STAFF 5.8 110,53 - 63,20'M - 17'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 5.8 95,53 - 63,17'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 5.9 STRETCH 110,53 - 63,20'M - 19'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 5.9 STRETCH 95,53 - 63,17'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 6.0 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 6.0 95,50 - 60,18'M - 17'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 6.0 ORIGINAL 85,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 8B,Wilson,Tennis
PRO STAFF 6.0 ORIGINAL 95,55 - 65,18'M - 16'C,16M X 18C,"7,9T - 8B",6T,7T,5T - 11B,Wilson,Tennis
PRO STAFF 6.1 CLASSIC 110,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 6.1 CLASSIC 95,55 - 65,19'M - 16'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 6.1 STRETCH 110,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 6.1 STRETCH 95,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 6.6 Ti 110,53 - 63,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 6.6 Ti 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 6.6 TOUR 95,55 - 65,19'M - 17'C,18M X 20C,"8,10T - 8,10B",9B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 6.6 TOUR CLASSIC 85,55 - 65,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 6.7 EB 110,55 - 65,21'M - 16'C,18M X 20C,"8,10T - 8,10B",6T,8T,5T - 6B,Wilson,Tennis
PRO STAFF 6.9 110,55 - 65,19'M - 17'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B,Wilson,Tennis
PRO STAFF 6.9 95,55 - 65,19'M - 16'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 12B,Wilson,Tennis
PRO STAFF 7.0 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 7.0 95,50 - 60,18'M - 15'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 7.1 MP,50 - 60,18'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 7.5 CLASSIC 110,53 - 63,21'M - 18'C,18M X 19C,"8,10T - 8,10B",7B,8T,5T - 13B,Wilson,Tennis
PRO STAFF 7.5 CLASSIC 95,50 - 60,18'M - 14'C,16M X 18C,"7,9T - 7,9B",8B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 90,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF 95,49 - 59,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B,Wilson,Tennis
PRO STAFF 95 S,54 - 64,20'M - 16'C,16M X 15C,8T - 8B,6B,8T,5T - 10B,Wilson,Tennis
PRO STAFF 97,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
PRO STAFF 97 L COUNTERVAIL,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
PRO STAFF 97 LS,51 - 61,20'M - 16'C,18M X 16C,"8,10T - 8,10B",9T,8T,6T - 9B,Wilson,Tennis
PRO STAFF 97 LS BLACK,50 - 60,20'M - 19'C,18M X 16C,"8,10T - 8,10B",9T,8T,6T - 6B,Wilson,Tennis
PRO STAFF 97 S,50 - 60,20'M - 16'C,18M X 17C,"8,10T - 8,10B",9T,8T,6T - 6B,Wilson,Tennis
PRO STAFF 97 ULS,50 - 60,20'M - 16'C,18M X 16C,"8,10T - 8,10B",9T,8T,7T - 9B,Wilson,Tennis
PRO STAFF BLITZ,53 - 63,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Wilson,Tennis
PRO STAFF RF AUTOGRAPH 97,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
PRO STAFF TITANIUM,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7B,8T,5T - 14B,Wilson,Tennis
PRO STAFF TORCH 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF TORCH 95,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B,Wilson,Tennis
PRO STAFF TOUR 90,50 - 60,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 9B,Wilson,Tennis
PRO STAFF TOUR 95,53 - 63,18'M - 16'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF TRANCE 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PRO STAFF TRANCE 95,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B,Wilson,Tennis
PROFILE 2.7 110,55 - 65,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 8B,Wilson,Tennis
PROFILE 2.7 95,55 - 65,18'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
PROFILE 3.0 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B,Wilson,Tennis
PROFILE 3.0 95,48 - 58,19'M - 18'C,18M X 20C,"8,10T - 8,10B",6B,8T,5T - 13B,Wilson,Tennis
PROFILE 3.6 110,53 - 63,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B,Wilson,Tennis
PROFILE 3.6 95,45 - 55,19'M - 17'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 14B,Wilson,Tennis
SLEDGEHAMMER 2.8 STRETCH NEW,53 - 63,20'M - 18'C,16M X 19C,"7,9T",6T,7T,4T - 11B,Wilson,Tennis
SLEDGEHAMMER 2.8 STRETCH OLD,55 - 65,20'M - 18'C,16M X 19C,"7,9,10T",6T,7T,4T - 11B,Wilson,Tennis
SLEDGEHAMMER 3.4 STRETCH,57 - 67,24'M - 20'C,18M X 20C,"8,10T - 9B",7T,8T,5T - 6B,Wilson,Tennis
SLEDGEHAMMER 3.8 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",5B,8T,6T - 12B,Wilson,Tennis
SLEDGEHAMMER 3.8 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,5T - 11B,Wilson,Tennis
SLEDGEHAMMER 3.8 P.H. 112,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 9B",7B,8T,9T - 11B,Wilson,Tennis
SLEDGEHAMMER 3.8 P.H. 98,53 - 63,18'M - 16'C,16M X 18C,"7,9T - 8B",6B,7T,8T - 10B,Wilson,Tennis
SLEDGEHAMMER 3.8 P.H. STRCH 112,55 - 65,21'M - 18'C,18M X 19C,"8,10T - 9B",7B,8T,9T - 11B,Wilson,Tennis
SLEDGEHAMMER 4.8 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 12B,Wilson,Tennis
SLEDGEHAMMER 4.8 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,4T - 11B,Wilson,Tennis
SLEDGEHAMMER 6.3 110,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",7T,8T,5T - 12B,Wilson,Tennis
SLEDGEHAMMER 6.3 95,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,4T - 11B,Wilson,Tennis
STING 110,60 - 70,19'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 8B,Wilson,Tennis
T3 100,53 - 63,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
T3 115,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
T4 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TORCH 110,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TORCH 95,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 13B,Wilson,Tennis
TRIAD 2 118,55 - 65,20'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B,Wilson,Tennis
TRIAD 2.0 115,50 - 60,21'M - 19'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B,Wilson,Tennis
TRIAD 2.0 125,52 - 62,21'M - 19'C,16M X 20C,"6,8,10,11T",7T,6T,4T - 11B,Wilson,Tennis
TRIAD 2.2 OS,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T - 8B",6B,6T,3T - 11B,Wilson,Tennis
TRIAD 26,50 - 60,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 3 115,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 3.0 110,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B,Wilson,Tennis
TRIAD 3.0 115,53 - 63,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B,Wilson,Tennis
TRIAD 3.2 115,50 - 60,22'M - 18'C,16M X 19C,"6,8,10,11T",7T,6T,4T - 11B,Wilson,Tennis
TRIAD 4.0 100,53 - 63,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 4.0 110,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 5 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 5 98,53 - 63,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 5.0 110,55 - 65,20'M - 18'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 5.0 98,52 - 62,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 6.0 106,50 - 60,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD 6.0 95,52 - 62,19'M - 17'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
TRIAD XP 3,50 - 60,20'M X 20'C,16M X 19C,"8T - 7,9B",7T,8T,6T - 8B,Wilson,Tennis
TRIAD XP 5,50 - 60,20'M X 20'C,16M X 18C,"7,9T - 7,9B",8T,7T,6T - 8B,Wilson,Tennis
ULTRA 100,50 - 60,20'M - 19'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Wilson,Tennis
ULTRA 103 S,50 - 60,20'M - 18'C,16M X 15C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
ULTRA 105 S COUNTERVAIL,50 - 60,20'M - 18'C,16M X 15C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
ULTRA 108,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 9B,Wilson,Tennis
ULTRA 95,50 - 60,18'M - 16'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 8B,Wilson,Tennis
ULTRA 97,50 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 6B,Wilson,Tennis
ULTRA TOUR,50 - 60,20'M - 19'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 12B,Wilson,Tennis
ULTRA XP 100LS,50 - 60,20'M - 17'C,16M X 15C,8T - 8B,7T,8T,6T - 7B,Wilson,Tennis
ULTRA XP 100S,50 - 60,20'M - 18'C,16M X 15C,8T - 8B,7T,8T,6T - 7B,Wilson,Tennis
ULTRA XP 110S,55 - 65,22'M - 18'C,18M X 16C,"8,10T - 8,10B",9B,8T,6T - 7B,Wilson,Tennis
ULTRA XP 125,50 - 60,23'M - 19'C,16M X 18C,"5,7,9,11,12T",2T,5T,3T - 2B,Wilson,Tennis
W2 BLACK WHISPER,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B,Wilson,Tennis
W2 BLUE SHADOW,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B,Wilson,Tennis
W2 SPICY RUBY,55 - 65,20'M - 18'C,16M X 18C,"6,8,10,11T",6B,6T,5T - 10B,Wilson,Tennis
W3 GYPSY ROSE,53 - 63,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
W4 COBALT STORM,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B,Wilson,Tennis
W4 RED FURY,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B,Wilson,Tennis
W4 SAVAGE LIME,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B,Wilson,Tennis
W4 SAVAGE SAPPHIRE,53 - 63,20'M - 16'C,16M X 18C,"7,9T - 7,9B",8T,7T,5T - 6B,Wilson,Tennis
W5 DIVINE IRIS,53 - 63,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Wilson,Tennis
W6 BLUE STEEL,51 - 61,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B,Wilson,Tennis
W6 WILD CRIMSON,51 - 61,20'M - 16'C,16M X 20C,"7,9T - 7,9B",6T,7T,4T - 11B,Wilson,Tennis
AEROTUS 44,15 - 18,17'M - 16'C,18M X 21C,9T - 9B,6B,6T,5T - 7B,Yonex,Badminton
AEROTUS 55,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
AEROTUS 65 WIDEBODY,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
AEROTUS 66,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
AEROTUS 77,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
AEROTUS 80 WIDEBODY,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
ARCSABER 001,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T,Yonex,Badminton
ARCSABER 002,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T,Yonex,Badminton
ARCSABER 009DX,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARCSABER 10,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARCSABER 7,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARCSABER 8DX,19 - 24,17'M - 16'C,22M X 21C,"7,9,11,13,15T - 11B",8B,7T,5T - 6B,Yonex,Badminton
ARCSABER 9,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARCSABER 9FL,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARCSABER i-SLASH,19 - 24,17'M - 16'C,22M X 21C,"7,9,11,13,15T - 11B",8B,7T,5T - 6B,Yonex,Badminton
ARCSABER Z-SLASH,19 - 24,17'M - 16'C,22M X 21C,"7,9,11,13,15T - 11B",8B,7T,5T - 6B,Yonex,Badminton
ARMORTEC 30,15 - 18,17'M - 16'C,22M X 22C,11B,8B,9B,5T - 6B,Yonex,Badminton
ARMORTEC 50,15 - 18,17'M - 16'C,22M X 22C,11B,8B,9B,5T - 6B,Yonex,Badminton
ARMORTEC 600,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARMORTEC 70 MG,15 - 18,17'M - 16'C,22M X 22C,11B,8B,9B,5T - 6B,Yonex,Badminton
ARMORTEC 700,15 - 18,17'M - 16'C,22M X 22C,11B,8B,9B,5T - 6B,Yonex,Badminton
ARMORTEC 800 DE,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARMORTEC 800 OF,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARMORTEC 900 POWER,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
ARMORTEC 900 TECHNIQUE,14 - 18,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
B 8100,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
B 8500,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
B-450,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
B-550,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
B-610,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-620,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-630,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-650,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-710,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-750,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-850,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
B-950,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
BORON-2,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 1,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 10 TOUR,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 11,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 14,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 15,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 16,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 20 LONG,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 20 TOUR,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 21,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 22,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 23,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 35,19 - 24,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 4,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 50,15 - 18,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T,Yonex,Badminton
CARBONEX 6000DF,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 7,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 7000DF,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 8,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 8000TI,19 - 24,17'M - 16'C,22M X 22C,11B,8B,9B,6B - 5T,Yonex,Badminton
CARBONEX 8200,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 8300,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 8400,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 8600,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
CARBONEX 8DX,15 - 18,17'M - 16'C,18M X 21C,9B,6B,6T,5T - 7B,Yonex,Badminton
CARBONEX 9 TOUR,15 - 18,17'M - 16'C,22M X 22C,11B,6B,7T,6T - 8B,Yonex,Badminton
DUORA 10,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
DUORA 7,19 - 24,17'M - 16'C,22M X 21C,"8,10,12,14T - 11B",8B,8T,5T - 6B,Yonex,Badminton
